question_id,books,categories,coefficient,collection,count_qrp,is_free,knowledge,lessons,similar,sources,specialty,type
UC2-DP48_Q2,,SEM,1,EDN_2023,,0,N081N08 ,,,,ophtalmo ,QRM
UC3-DP30_Global,,,,EDN_2023,,0,,,,,endoc ,
UC3-QI_Q50,,PHY,1,EDN_2023,,0,N334N21 ,,,,anesth_rea ,QROC
UC3-DP1_Q2,,SEM,1,EDN_2023,2,0,N342N06 ,bilan_malaise_suspect ,group_3,,neuro ,QRP
UC3-DP1_Q3,,,1,EDN_2023,,0,N342N12 ,,group_533,,neuro ,QRM
UC3-DP1_Q4,,SEM,1,EDN_2023,,0,N342N04 ,etiologie_hypotension_orthostatique ,,,neuro ,QRU
UC3-DP2_Global,MCA ,,,EDN_2023,,0,,,,,cardiovasc ,
UC3-DP2_Q1,,,1,EDN_2023,2,0,N222N04 ,prevention_cv ; diagnostic_hta ; objectif_hba1c ; conseil_hygienodietetique_obesite ; seuils_ips ; classification_maladie_renale_chronique ,,,cardiovasc ,QRP
UC3-DP2_Q2,,SEM,1,EDN_2023,,0,N203N05 ,semio_valvulopathies ; semio_insuffisance_mitrale ; nyha ; semio_angor_stable ; insuffisance_cardiaque_droite ,,,cardiovasc ,QRM
UC3-DP2_Q3,,TTT,1,EDN_2023,,0,N234N20 ,,,,cardiovasc ,QRU
UC3-DP2_Q4,,,1,EDN_2023,,0,N232N12 ,score_cha2ds2_va ; diag_fibrillation_atriale ; classification_fa ,group_456,,cardiovasc ,QRU
UC3-DP2_Q5,,,1,EDN_2023,,0,N232N12 ,score_cha2ds2_va ; diag_fibrillation_atriale ; classification_fa ,,,cardiovasc ,QRU
UC3-QI_Q3,,IMG,1,EDN_2023,,0,N225N13 ,,,,cardiovasc ,QROC
UC3-QI_Q4,,,1,EDN_2023,,0,N226N15 ,bilan_thrombophilie_mtev ,,,cardiovasc ,QRM
UC3-QI_Q5,,SEM,1,EDN_2023,,0,N225N17 ,douleur_pancreatique_ulcereuse_biliaire ,,,cardiovasc ,QRU
UC3-QI_Q6,,,1,EDN_2023,,0,N226N04 ,,,,cardiovasc ,QRU
UC3-QI_Q7,,,1,EDN_2023,2,0,N287N11 ,,,,chir_dig ,QRP
UC3-QI_Q8,,,1,EDN_2023,,0,N301N16 ,,group_317,,chir_dig ,QRM
UC3-QI_Q9,,,1,EDN_2023,,0,N354N06 ,,,,chir_dig ,QRM
UC3-QI_Q10,,SEM,1,EDN_2023,2,0,N308N03 ,semio_tumeur_pancreas ; douleur_pancreatique_ulcereuse_biliaire ,group_137,,hge ,QRP
UC3-QI_Q11,,,1,EDN_2023,,0,N355N17 ,,,,hge ,QRM
UC3-QI_Q12,,,1,EDN_2023,,0,N356N16 ,,group_741,,chir_dig ,QRM
UC3-QI_Q13,,,1,EDN_2023,,0,N358N07 ,,,,hge ,QRU
UC3-DP14_Global,HGE ,,,EDN_2023,,0,,,,,hge ,
UC3-DP14_Q1,,SEM,1,EDN_2023,,0,N279N04 ,,,,hge ,QRM
UC3-DP14_Q2,,,1,EDN_2023,,0,N280N04 ,indications_asp ,group_139,,hge ,QRM
UC3-DP14_Q3,,,1,EDN_2023,,0,N280N03 ,biochimie_ascite ,group_223,,hge ,QRU
UC3-DP25_Q4,,,1,EDN_2023,3,0,N059N14 ,,,,psy ,QRP
UC3-DP25_Q1,,,1,EDN_2023,,0,N059N02 ,precarite_pauvrete_exclusion_marginalisation_vulnerabilite ; precarite_couverture ; criteres_fragilite_fried ,group_161,,psy ,QRU
UC3-DP25_Q2,,,1,EDN_2023,,0,N059N05 ,professionnels_sante ,,,psy ,QRU
UC3-DP25_Q3,,,1,EDN_2023,2,0,N059N13 ,precarite_couverture ; dispositifs_medico_sociaux_precarite ,group_405,,psy ,QRP
UC3-KFP23_Q2,,,1,EDN_2023,4,0,N094N12 ,bilan_rachialgie ,group_588,,med_travail ,QRPL
UC3-KFP23_Q3,,,1,EDN_2023,3,0,N182N04 ,visite_reprise ; rqth ; visite_prereprise ,group_593,,med_travail ,QRP
UC3-QI_Q24,,,1,EDN_2023,,0,N035N01 ,,,,gyneco ,QROC
UC3-DP25_Global,SPU_SPU ; PSY ,,,EDN_2023,,0,,,,,psy ,
UC3-QI_Q22,,,1,EDN_2023,3,0,N133N07 ,adl ; iadl ; aides_secu ; apa ; protections_juridiques ,,,geria ,QRP
UC3-KFP23_Global,RHU ; MLT_T ,,,EDN_2023,,0,,,,pec_lombalgie ,med_travail ,
UC3-KFP23_Q1,,SEM,1,EDN_2023,,0,N094N01 ,bilan_rachialgie ,,,med_travail ,QROC
UC3-DP19_Q3,,,1,EDN_2023,,0,N020N33 ,approche_bayesienne ,group_358,,sante_pub ,QRU
UC3-DP19_Q4,,,1,EDN_2023,,0,N323N03 ,,,,sante_pub ,QRM
UC3-DP19_Q5,,,1,EDN_2023,,0,N018N07 ,,,,sante_pub ,QRU
UC3-QI_Q20,,,1,EDN_2023,,0,N020N28 ,,,,sante_pub ,QRM
UC3-QI_Q21,,TTT,1,EDN_2023,,0,N161N10 ,ttt_cystite ,group_385,,infectio ,QRU
UC3-QI_Q18,,,1,EDN_2023,,0,N004N45 ,precautions_contact ; precautions_standard ,,,sante_pub ,QRU
UC3-DP19_Global,SPU_SPU ; HGE ,,,EDN_2023,,0,,,,,sante_pub ,
UC3-DP19_Q1,,EPI,1,EDN_2023,5,0,N301N06 ,depistage_ccr ,,,sante_pub ,QRPL
UC3-DP19_Q2,,,1,EDN_2023,,0,N301N06 ,depistage_ccr ; bilan_extension_ccr ,,,sante_pub ,QRU
UC3-DP14_Q5,,,1,EDN_2023,,0,N279N08 ,,,,hge ,QRM
UC3-DP14_Q6,,SEM,1,EDN_2023,,0,N279N08 ,,,,hge ,QRM
UC3-QI_Q15,,,1,EDN_2023,,0,N009N27 ,genetique_constitutionnelle ,group_83,,hge ; genetique ,QRM
UC3-QI_Q16,,,1,EDN_2023,,0,N016N19 ,,,,sante_pub ,QRU
UC3-QI_Q17,,,1,EDN_2023,,0,N003N04 ,approche_bayesienne ,,,sante_pub ,QRU
UC3-DP14_Q4,,TTT,1,EDN_2023,,0,N279N11 ,biochimie_ascite ,,,hge ,QRM
UC3-KFP38_Q1,,PHY,1,EDN_2023,,0,N275N01 ,prevention_asplenie ,,,hemato ,QRM
UC3-KFP38_Q2,,PHY,1,EDN_2023,2,0,N275N01 ,hypersplenisme_hemogramme ; hemogramme_normal ,,,hemato ,QRPL
UC3-DP36_Q4,,,1,EDN_2023,,0,N293N02 ,examen_extemporane ,group_105,,hemato ,QRM
UC3-QI_Q37,,SEM,1,EDN_2023,,0,N317N03 ,polyglobulie_secondaire ; hyperviscosite ,group_428,,hemato ,QRM
UC3-KFP38_Global,HEM ,,,EDN_2023,,0,,,,,hemato ,
UC3-QI_Q34,,,1,EDN_2023,,0,N259N03 ,,,,hemato ,QRM
UC3-QI_Q35,,TTT,1,EDN_2023,2,0,N202N03 ,rituximab ,group_108,,hemato ,QRP
UC3-DP36_Global,HEM ; PNE ,,,EDN_2023,,0,,,,sd_cave_sup ,hemato ,
UC3-DP36_Q1,,SEM,1,EDN_2023,,0,N319N02 ,sd_cave_superieur ,group_624,,hemato ,QROC
UC3-DP36_Q2,,,1,EDN_2023,,0,N207N07 ,,,,hemato ,QRU
UC3-DP36_Q3,,SEM,1,EDN_2023,2,0,N319N01 ,leucemie_aigue_clinique_bio ,group_275,,hemato ,QRP
UC3-DP30_Q4,,SEM,1,EDN_2023,,0,N240N03 ,,,,endoc ,QRU
UC3-DP30_Q5,,TTT,1,EDN_2023,,0,N247N25 ,,,,endoc ,QRU
UC3-DP30_Q6,,ICO,1,EDN_2023,,0,N247N25 ,,,,endoc ,QZP
UC3-QI_Q31,,,1,EDN_2023,,0,N220N09 ,,group_105,,hemato ,QRU
UC3-QI_Q32,,,1,EDN_2023,,0,N213N07 ,bilan_anemie ; diag_anemie_hemolytique ; marche_sideropenique ,group_93,,hemato ,QROC
UC3-QI_Q33,,,1,EDN_2023,,0,N216N09 ,allongement_tp_tca ; civd_definition ; sapl_allongement_tca ; étiologies_civd ,group_571,,hemato ,QRU
UC3-QI_Q27,,SEM,1,EDN_2023,,0,N124N01 ,sopk_rotterdam ,,,endoc ,QRU
UC3-QI_Q28,,,1,EDN_2023,,0,N223N05 ,,,,endoc ,QRU
UC3-QI_Q29,,SEM,1,EDN_2023,,0,N242N06 ,,group_283,,endoc ,QROC
UC3-DP30_Q1,,,1,EDN_2023,,0,N247N21 ,insuline ,,,endoc ,QRU
UC3-DP30_Q2,,TTT,1,EDN_2023,2,0,N247N20 ,insuline ,group_487,,endoc ,QRP
UC3-DP30_Q3,,TTT,1,EDN_2023,,0,N247N25 ,,,,endoc ,QROC
UC3-DP25_Q5,,SEM,1,EDN_2023,,0,N066N11 ,evaluation_risque_suicidaire ; diag_edc ,group_628,,psy ,QROC
UC3-DP25_Q6,,TTT,1,EDN_2023,2,0,N066N17 ,depression_bipolaire ,,,psy ,QRP
UC3-QI_Q26,,,1,EDN_2023,,0,N071N11 ,critere_hospit_anorexie ; bilan_anorexie ,group_193,,psy ,QRM
UC3-KFP49_Q3,,TTT,1,EDN_2023,,0,N155N42 ,,group_613,,cmf ,QRM
UC3-KFP49_Q1,,SEM,1,EDN_2023,3,0,N155N38 ,,,,cmf ,QRPL
UC3-KFP49_Q2,,ICO,1,EDN_2023,,0,N335N07 ,,,,cmf ,QROC
UC3-QI_Q47,,IMG,1,EDN_2023,2,0,N335N29 ,,group_587,,cmf ,QRP
UC3-QI_Q48,,ANA,1,EDN_2023,,0,N335N06 ,nerfs_craniens ,group_511,,cmf ,QRM
UC3-KFP49_Global,CMF ,,,EDN_2023,,0,,,,,cmf ,
UC3-KFP44_Q3,,SEM,1,EDN_2023,,0,N103N09 ,,,,orl ,QROC
UC3-QI_Q45,,,1,EDN_2023,,0,N150N04 ,,group_176,,orl ,QRM
UC3-QI_Q46,,SEM,1,EDN_2023,,0,N335N09 ,,group_75,,cmf ,QRM
UC3-KFP44_Global,ORL ,,,EDN_2023,,0,,,,,orl ,
UC3-KFP44_Q1,,SEM,1,EDN_2023,3,0,N103N11 ,semiologie_vertiges ,,,orl ,QRPL
UC3-KFP44_Q2,,SEM,1,EDN_2023,,0,N103N05 ,semiologie_vertiges ; semiologie_syndrome_vestibulaire ; claude_bernard_horner ,,,orl ,QRU
UC3-QI_Q42,,,1,EDN_2023,,0,N291N08 ,mutation_brca ; indication_consult_oncogenetique ,,,genetique ,QRM
UC3-QI_Q43,,,1,EDN_2023,,0,N291N09 ,sd_lynch ; indication_consult_oncogenetique ,group_583,,genetique ,QRM
UC3-QI_Q40,,,1,EDN_2023,2,0,N184N05 ,reparation_at_mp ,group_626,,med_travail ,QRP
UC3-KFP41_Global,PED ; PSY ; GEN ,,,EDN_2023,,0,,,,,genetique ,
UC3-KFP41_Q1,,SEM,1,EDN_2023,3,0,N045N18 ,,group_563,,genetique ,QRPL
UC3-KFP41_Q2,,,1,EDN_2023,,0,N045N19 ,,group_499,,genetique ,QRM
UC3-KFP41_Q3,,SEM,1,EDN_2023,,0,N067N01 ,,group_434,,genetique ,QROC
UC3-DP39_Global,MLT_T ,,,EDN_2023,,0,,,,,med_travail ,
UC3-DP39_Q1,,,1,EDN_2023,,0,N029N02 ,,,,med_travail ,QRM
UC3-DP39_Q2,,,1,EDN_2023,,0,N180N01 ,,,,med_travail ,QRM
UC3-DP39_Q3,,,1,EDN_2023,3,0,N180N03 ,,,,med_travail ,QRP
UC3-DP39_Q4,,,1,EDN_2023,,0,N180N05 ,reconnaissance_maladie_professionneelle ,group_701,,med_travail ,QRM
UC3-DP39_Q5,,,1,EDN_2023,,0,N029N03 ,,group_614,,med_travail ,QRM
UC3-KFP38_Q3,,,1,EDN_2023,,0,N275N09 ,hemogramme_normal ; diag_smp ; complications_smp ,,,hemato ,QROC
UC3-DP1_Q1,,SEM,1,EDN_2023,2,0,N342N06 ,syncope_epilepsie ,,,neuro ,QRP
UC3-DP1_Global,NEU ; MCA ,,,EDN_2023,,0,,,,,neuro ,
UC1-DP1_Global,,,,ECNi_2024,,1,,,,,cmf ,
UC1-DP4_Q1,,TTT,1,ECNi_2024,3,0,N135N03 ,analgesie_multimodale ; defense_contracture ,,,anesth_rea ,QRP
UC1-DP4_Global,MIR ,,,ECNi_2024,,0,,,,,anesth_rea ,
UC1-QI_Q3,,PHY,1,ECNi_2024,3,0,N134N06 ,douleur_neuropathique ; echelles_douleur ,group_360,,anesth_rea ,QRP
UC1-DP1_Q4,,,1,ECNi_2024,,1,,,,,cmf ,QRU
UC1-DP1_Q5,,,1,ECNi_2024,,1,,,,,cmf ,QRU
UC1-QI_Q2,,,1,ECNi_2024,,0,,,,,anesth_rea ,QRM
UC1-DP1_Q1,,,1,ECNi_2024,,1,,,,,cmf ,QRU
UC1-DP1_Q2,,SEM,1,ECNi_2024,,1,N335N19 ,,,,cmf ,QRU
UC1-DP1_Q3,,,1,ECNi_2024,4,1,,,,,cmf ,QRPL
UC1-DP4_Q2,,PHY,1,ECNi_2024,,0,N358N03 ,douleur_pancreatique_ulcereuse_biliaire ,,,anesth_rea ,QRU
UC1-DP4_Q3,,,1,ECNi_2024,,0,N358N12 ,,group_115,,anesth_rea ,QRU
UC1-DP4_Q4,,TTT,1,ECNi_2024,2,0,N332N08 ,,,,anesth_rea ,QRP
UC1-DP4_Q5,,IMG,1,ECNi_2024,,0,N358N16 ,,,,anesth_rea ,QZP
UC1-DP4_Q6,,PHY,1,ECNi_2024,,0,N358N10 ,,,,anesth_rea ,QROC
UC1-QI_Q5,,TTT,1,ECNi_2024,,0,N209N11 ,interpretation_gds ; mecanisme_anomalie_gazo ; semiologie_hypercapnie ,group_653,,anesth_rea ,QRU
UC1-DP6_Global,DVE ,,,ECNi_2024,,0,,,,,dermato ,
UC1-DP6_Q1,,SEM,1,ECNi_2024,,0,N111N11 ,,group_63,,dermato ,QROC
UC1-DP6_Q2,,,1,ECNi_2024,,0,N111N11 ,,group_80,,dermato ,QRU
UC1-DP6_Q3,,PHY,1,ECNi_2024,,0,N111N11 ,,group_81,,dermato ,QRM
UC1-KFP7_Global,MIT ; DVE ,,,ECNi_2024,,0,,,,,dermato ,
UC1-KFP7_Q1,,SEM,1,ECNi_2024,,0,N168N07 ,,group_288,,dermato ,QROC
UC1-KFP7_Q2,,PHY,1,ECNi_2024,2,0,N174N05 ,depistage_vih ,group_152,,dermato ,QRPL
UC1-KFP7_Q3,,TTT,1,ECNi_2024,2,0,N168N15 ,,group_153,,dermato ,QRP
UC1-QI_Q8,,,1,ECNi_2024,,0,N319N06 ,,,,dermato ,QROC
UC1-QI_Q9,DVE ,SEM,1,ECNi_2024,,0,N112N03 ,immunofluorescence_directe_dbai ,,,dermato ,QROC
UC1-QI_Q10,DVE ,PHY,1,ECNi_2024,,0,N116N13 ,prurit_sine_materia ,,,dermato ,QRM
UC1-QI_Q11,DVE ,EPI,1,ECNi_2024,,0,N117N08 ,diag_sd_metabolique ,,,dermato ,QRM
UC1-QI_Q12,DVE ,PHY,1,ECNi_2024,,0,N113N01 ,semiologie_hemangiome ; evolution_hemangiome_infantile ,group_125,,dermato ,QRM
UC1-QI_Q13,DVE ,PHY,1,ECNi_2024,,0,N187N09 ,semiologie_dermatite_atopique ; ttt_dermatite_atopique ; ei_dermocorticoides ,group_619,,dermato ,QRM
UC1-QI_Q14,DVE ; MIT ; GYO ,EPI,1,ECNi_2024,,0,N168N01 ,virologie_hsv ,,,dermato ,QRM
UC1-QI_Q15,,SEM,1,ECNi_2024,,0,N340N05 ,,,,neuro ,QRU
UC1-QI_Q16,,SEM,1,ECNi_2024,,0,N151N03 ,semiologie_encephalite_herpetique ; sequelle_meningoencephalite_herpetique ,,,neuro ,QROC
UC1-QI_Q17,,SEM,1,ECNi_2024,,0,N341N03 ,semiologie_syndrome_meninge ,,,neuro ,QROC
UC1-DP18_Global,NEU ,,,ECNi_2024,,0,,,,,neuro ,
UC1-DP18_Q1,,SEM,1,ECNi_2024,,0,N093N07 ,canal_lombaire_etroit ; claudication_mi ,,,neuro ,QRU
UC1-DP18_Q2,,SEM,1,ECNi_2024,3,0,N093N11 ,syndrome_queue_cheval ,group_74,,neuro ,QRP
UC1-DP18_Q3,,PHY,1,ECNi_2024,,0,N093N12 ,syndrome_queue_cheval ,group_622,,neuro ,QRU
UC1-QI_Q19,,SEM,1,ECNi_2024,,0,N118N10 ,bilan_aphasie ,,,neuro ,QRM
UC1-QI_Q20,,SEM,1,ECNi_2024,5,0,N099N05 ,,,,neuro ,QRPL
UC1-DP21_Global,NEU ; MIT ,,,ECNi_2024,,0,,,,,neuro ,
UC1-DP21_Q1,,SEM,1,ECNi_2024,2,0,N095N02 ,,group_55,,neuro ,QRP
UC1-DP21_Q2,,,1,ECNi_2024,,0,N095N07 ,bilan_radiculalgie ; ci_irm ,,,neuro ,QRU
UC1-DP21_Q3,,PHY,1,ECNi_2024,,0,N095N05 ,semiologie_sep ; sep_irm ; lcs_sep ; criteres_mcdonald ,,,neuro ,QRU
UC1-DP22_Global,NEU ,,,ECNi_2024,,0,,,,,neuro ,
UC1-DP22_Q1,,SEM,1,ECNi_2024,2,0,N110N17 ,fdr_clinique_saos ,group_6,,neuro ,QRP
UC1-DP22_Q2,,,1,ECNi_2024,,0,N110N19 ,diag_saos ; severite_saos ,group_7,,neuro ,QRU
UC1-DP22_Q3,,TTT,1,ECNi_2024,,0,N110N20 ,severite_saos ,group_574,,neuro ,QRM
UC1-DP23_Global,MPR ,,,ECNi_2024,,0,,,,,mpr ,
UC1-DP23_Q1,,PHY,1,ECNi_2024,,0,N340N18 ,,,,mpr ,QRM
UC1-DP23_Q2,,,1,ECNi_2024,,0,N340N18 ,,group_333,,mpr ,QRM
UC1-DP23_Q3,,,1,ECNi_2024,,0,N118N15 ,,,,mpr ,QRM
UC1-DP24_Global,PED ,,,ECNi_2024,,0,,,,,pedia ,
UC1-DP24_Q1,,SEM,1,ECNi_2024,,0,N148N04 ,,,,pedia ,QRU
UC1-DP24_Q2,,PHY,1,ECNi_2024,,0,N147N01 ,,,,pedia ,QROC
UC1-DP24_Q3,,TTT,1,ECNi_2024,3,0,N148N07 ,,,,pedia ,QRPL
UC1-DP24_Q4,,,1,ECNi_2024,,0,N047N32 ,,,,pedia ,QROC
UC1-DP25_Global,MCA ,,,ECNi_2024,,0,,,,,cardiovasc ,
UC1-DP25_Q1,,SEM,1,ECNi_2024,,0,N224N08 ,hta_secondaire ; diag_sd_metabolique ; diagnostic_hta ; bilan_hta ,,,cardiovasc ,QRU
UC1-DP25_Q2,,PHY,1,ECNi_2024,,0,N224N09 ,,,,cardiovasc ,QRM
UC1-DP25_Q3,,EPI,1,ECNi_2024,,0,N076N06 ,usage_mesusage_trouble ; critere_dependance ,,,psy ,QRM
UC1-QI_Q26,,,1,ECNi_2024,,0,N270N05 ,bilan_rachialgie ; ci_irm ; arthralgie_inflammatoire_mecanique ,,,rhumato ,QRU
UC1-QI_Q27,,EPI,1,ECNi_2024,,0,N144N02 ,deuil_patho ,group_295,,psy ,QRM
UC1-QI_Q28,NUT ,PHY,1,ECNi_2024,,0,N248N12 ,pnns_nutrition ,,,endoc ,QRM
UC1-QI_Q29,,PHY,1,ECNi_2024,,0,N271N01 ,,,,hge ,QRM
UC1-QI_Q30,,ICO; SEM,1,ECNi_2024,,0,N047N28 ,,,,rhumato ,QROC
UC1-DP31_Global,ONC ,,,ECNi_2024,,0,,,,,onco ,
UC1-DP31_Q1,,EPI,1,ECNi_2024,,0,N312N02 ,fdr_cancer_sein ,group_623,,gyneco ,QRM
UC1-DP31_Q2,,TTT,1,ECNi_2024,,0,N135N03 ,analgesie_multimodale ; echelles_douleur ,,,soins_pall ,QROC
UC1-DP31_Q3,,,1,ECNi_2024,,0,N312N12 ,ttt_cancer_sein ,,,gyneco ,QRU
UC1-DP31_Q4,,,1,ECNi_2024,,0,N182N04 ,temps_partiel_therapeutique ; rqth ; invalidite ,group_318,,med_travail ,QRU
UC1-DP32_Global,PNE ; MIT ,,,ECNi_2024,,0,,,,atb_eabpco ,pneumo ,
UC1-DP32_Q1,,SEM,1,ECNi_2024,5,0,N208N02 ,pouls_paradoxal ,,,pneumo ,QRPL
UC1-DP32_Q2,,PHY,1,ECNi_2024,,0,N359N06 ,,,,pneumo ,QROC
UC1-DP32_Q3,,GDS,1,ECNi_2024,,0,N209N04 ,radio_distension_thoracique ; mecanisme_anomalie_gazo ; interpretation_gds ; fdr_cancer_poumon ; fdr_mtev ; pseudoasthme_cardiaque ,group_572,,pneumo ,QRU
UC1-DP32_Q4,,TTT,1,ECNi_2024,3,0,N209N11 ,ttt_fond_bpco ; ttt_asthme ; ttt_exacerbation_bpco ,group_493,,pneumo ,QRPL
UC1-DP32_Q5,,TTT,1,ECNi_2024,,0,N209N11 ,ttt_exacerbation_bpco ,,,pneumo ,QRU
UC1-QI_Q33,,ICO; SEM,1,ECNi_2024,,0,N309N04 ,hippocratisme_digital ; diag_fpi ,group_745,,pneumo ,QROC
UC1-QI_Q34,,,1,ECNi_2024,,0,N110N19 ,severite_saos ; diag_saos ,group_7,,pneumo ,QRM
UC1-QI_Q35,,EFR,1,ECNi_2024,,0,N208N02 ,interpretation_efr ,,,pneumo ,QROC
UC1-QI_Q36,,PHY,1,ECNi_2024,,0,N209N09 ,fdr_cancer_poumon ,,,pneumo ,QRM
UC1-QI_Q37,,PHY,1,ECNi_2024,,0,N367N03 ,fdr_cancer_poumon ,,,pneumo ,QRM
UC1-QI_Q38,,SEM,1,ECNi_2024,,0,N154N02 ,bilan_pac ; atb_pac ; antigenurie_pac ,group_92,,pneumo ,QROC
UC1-QI_Q39,,TTT,1,ECNi_2024,,0,N226N09 ,score_spesi ; duree_ttt_mtev ; fdr_mtev ,,,pneumo ,QRU
UC1-QI_Q40,,ICO; SEM,1,ECNi_2024,,0,,,,,pneumo ,QRU
UC1-QI_Q41,,SEM,1,ECNi_2024,,0,N360N03 ,,,,pneumo ,QROC
UC1-QI_Q42,,,1,ECNi_2024,4,0,N037N07 ,ivg_legal ,,,gyneco ,QRPL
UC1-QI_Q43,,PHY,1,ECNi_2024,2,0,N039N03 ,,,,gyneco ,QRP
UC1-QI_Q44,,TTT,1,ECNi_2024,,0,N036N18 ,contraception_ei ; contraception_ci ,,,gyneco ,QRU
UC1-QI_Q45,,PHY,1,ECNi_2024,,0,N030N04 ,,,,gyneco ,QROC
UC1-QI_Q46,,PHY,1,ECNi_2024,,0,N027N02 ,suivi_grossesse ,,,gyneco ,QRU
UC1-QI_Q47,,PHY,1,ECNi_2024,,0,N044N05 ,,,,gyneco ,QRM
UC1-QI_Q48,,EPI,1,ECNi_2024,,0,N025N03 ,,,,gyneco ,QRM
UC1-QI_Q49,,,1,ECNi_2024,,0,N025N06 ,,,,gyneco ,QRM
UC1-QI_Q50,,,1,ECNi_2024,2,0,N312N05 ,fdr_cancer_sein ; depistage_cancer_sein ,,,gyneco ,QRP
UC1-DP51_Global,GYO ; MIT ; HGE ,,,ECNi_2024,,0,,,,,gyneco ,
UC1-DP51_Q1,,SEM,1,ECNi_2024,,0,N162N11 ,leucorrhees_pathologiques ,,,gyneco ,QRU
UC1-DP51_Q2,,EPI,1,ECNi_2024,2,0,N162N01 ,,,,gyneco ,QRP
UC1-DP51_Q3,,,1,ECNi_2024,,0,N162N17 ,,group_562,,gyneco ,QRU
UC1-DP51_Q4,,TTT,1,ECNi_2024,,0,N162N21 ,,,,gyneco ,QRM
UC1-DP51_Q5,,SEM,1,ECNi_2024,,0,N162N14 ,,,,gyneco ,QRU
UC1-KFP52_Global,MLT_L ,,,ECNi_2024,,0,,,,,med_legale ,
UC1-KFP52_Q1,,SEM,1,ECNi_2024,5,0,N012N08 ,,,,med_legale ,QRPL
UC1-KFP52_Q2,,,1,ECNi_2024,,0,N012N05 ,certificat_coups_blessures ; criteres_vulnerabilite ,,,med_legale ,QROC
UC1-KFP52_Q3,,SEM,1,ECNi_2024,,0,N066N52 ,diag_tspt ; diag_schizophrenie ; semiologie_troubles_humeur ,group_537,,psy ,QRM
UC1-QI_Q53,,SEM,1,ECNi_2024,,0,N013N14 ,,group_497,,med_legale ,QRM
UC1-QI_Q54,MLT_L ,,1,ECNi_2024,,0,N013N01 ,certificat_coups_blessures ; regles_certificat ; itt_penal ; lesions_coups_blessures ,,,med_legale ,QRM
UC1-QI_Q55,,,1,ECNi_2024,,0,N366N07 ,prelevement_viol ,group_325,,med_legale ,QRM
UC1-QI_Q56,,,1,ECNi_2024,,0,N013N01 ,certificat_coups_blessures ; regles_certificat ; itt_penal ; derogation_secret ,group_64,,med_legale ,QRM
UC1-QI_Q57,MLT_L ,,1,ECNi_2024,,0,N013N03 ,itt_penal ,group_326,,med_legale ,QRM
UC1-QI_Q58,MLT_L ,EPI,1,ECNi_2024,,0,N012N04 ,criteres_vulnerabilite ; itt_penal ,,,med_legale ,QRM
UC1-QI_Q59,,,1,ECNi_2024,,0,N195N08 ,horton_takayasu ; formulations_recurrentes ,group_617,,anapath ,QRM
UC1-QI_Q60,,,1,ECNi_2024,,0,N310N01 ,biopsies_prostate ; classification_damico ,,,anapath ,QRM
UC1-QI_Q61,,,1,ECNi_2024,2,0,N305N01 ,adk_ce_oesophage ,,,anapath ,QRP
UC1-QI_Q62,,,1,ECNi_2024,,0,N241N12 ,,,,anapath ,QROC
UC1-QI_Q63,,PHY,1,ECNi_2024,2,0,N285N02 ,colite_microscopique ,group_616,,anapath ,QRP
UC2-QI_Q1,,IMG,1,ECNi_2024,,0,N198N05 ,radiologie_arthrose_arthrite ; arthralgies_orientation_diag ; semiologie_gonarthrose ,group_527,,rhumato ,QRU
UC2-QI_Q2,,IMG,1,ECNi_2024,,0,N095N18 ,bilan_radiculalgie ,,,rhumato ,QRM
UC2-QI_Q3,,IMG,1,ECNi_2024,,0,N129N10 ,,,,rhumato ,QZP
UC2-DP4_Global,EDN ; NEU ; NEP ; OPH ,,,ECNi_2024,,0,,,,,endoc ,
UC2-DP4_Q1,,SEM,1,ECNi_2024,,0,N247N10 ,,group_540,,endoc ,QROC
UC2-DP4_Q2,,SEM,1,ECNi_2024,,0,N247N13 ,neuropathies_diabetiques ,,,endoc ,QRM
UC2-DP4_Q3,,PHY,1,ECNi_2024,2,0,N259N02 ,stades_nephropathie_diabetique ; objectif_hba1c ,,,endoc ,QRP
UC2-DP4_Q4,,TTT,1,ECNi_2024,2,0,N247N26 ,,,,endoc ,QRP
UC2-DP4_Q5,,PHY,1,ECNi_2024,,0,N247N11 ,diag_retinopathie_diabetique ; fdr_aggravation_retinopathie ,,,endoc ,QRM
UC2-KFP5_Global,EDN ; NUT ,,,ECNi_2024,,0,,,,,endoc ,
UC2-KFP5_Q1,,,1,ECNi_2024,5,0,N247N14 ,,group_513,,endoc ,QRPL
UC2-KFP5_Q2,,PHY,1,ECNi_2024,2,0,N243N05 ,,group_315,,endoc ,QRP
UC2-KFP5_Q3,,TTT,1,ECNi_2024,,0,N243N10 ,,group_615,,endoc ,QROC
UC2-KFP6_Global,EDN ; NUT ,,,ECNi_2024,,0,,,,obésité_bariatrique ,endoc ,
UC2-KFP6_Q1,,,1,ECNi_2024,,0,N222N03 ,diag_sd_metabolique ,,,endoc ,QROC
UC2-KFP6_Q2,,TTT,1,ECNi_2024,4,0,N253N12 ,indication_chir_bariatrique ,group_11,,endoc ,QRPL
UC2-KFP6_Q3,,TTT,1,ECNi_2024,,0,N253N12 ,restriction_sodee ; physiologie_fer ; technique_chir_bariatrique ,,,endoc ,QRM
UC2-QI_Q7,,,1,ECNi_2024,,0,N223N05 ,,,,endoc ,QRM
UC2-KFP8_Global,EDN ; NUT ,,,ECNi_2024,,0,,,,,endoc ,
